CD_CLIENTE,CIDADE,DS_SEGMENTO,DS_SUBSEGMENTO,UF,VL_TOTAL_CONTRATO,DT_ASSINATURA_CONTRATO,MRR_12M,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M,NPS_MEDIO
T81376,SANTOS,LOGISTICA,"PORTOS, RECINTOS ADUANEIROS",SP,"123,992773066793",2022-06-10,482.932755,1.0,468.040663914714,8.5
T89811,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"26236,2738331872",2023-11-10,345.32088,3.0,11403.2195457818,7.666666666666667
T89935,JANDIRA,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"284,159738784536",2022-01-27,167.250962,,,7.0
T62600,ARACAJU,VAREJO,CONCESSIONARIA DE VEICULOS,SE,"173,434339570898",2019-12-27,84.396793,,,8.333333333333334
T81472,VALINHOS,MANUFATURA,BENS DE CONSUMO,SP,"139,03417472921",2024-12-30,825.418218,2.0,35611.5357692551,10.0
T92086,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"332,663845095594",2017-05-31,963.950222,,,9.5
T92214,BOTUCATU,SAUDE,OPERADORAS DE PLANOS DE SAUDE,SP,"2,1691904018466",2014-12-02,2645.471046,,,9.5
T89932,SAOPAULO,VAREJO,MATERIAL DE CONSTRUCAO,SP,"543,155187364705",2010-03-26,823.895688,2.0,0.0084077147358395,
T92270,SANTALUZIA,SERVICOS,PROVEDOR SERVICOS,MG,"2294,71337899531",2023-08-30,1721.367542,,,7.2
T89953,RIODEJANEIRO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,RJ,"133,960118886131",2012-06-30,,,,
T76842,JOINVILLE,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SC,"2984,73873122303",2010-08-02,1036.787436,1.0,51.9428616380166,7.714285714285714
T80491,SAOPAULO,SERVICOS,PROVEDOR DE SERVICOS,SP,"858,839652551271",2015-11-12,,,,
T94426,JUIZDEFORA,SAUDE,HOSPITAIS,MG,"3265,95997370739",2010-02-09,2140.376296,4.0,24121.2291142394,7.5
T92246,FLORIANOPOLIS,SERVICOS,PROVEDOR SERVICOS,SC,"200,721577746065",2020-11-13,351.427174,2.0,1192.20133796994,4.0
T94476,PALHOCA,MANUFATURA,BENS DE CAPITAL,SC,"558,457228183933",2010-01-29,127.327872,,,10.0
T94503,TERESINA,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,PI,"10,9888831597423",2021-07-30,222.870392,1.0,3137.90207056582,6.0
T96461,SAOPAULO,JURIDICO,ESCRITORIO DE ADVOCACIA,SP,"437,356708986268",2023-08-22,525.366628,1.0,0.0042038573679197,8.75
T96529,SAOPAULO,AGROINDUSTRIA,AGROINDUSTRIA,SP,"6098,23320591071",2019-04-25,198.028568,,,7.0
T98600,CAJAMAR,MANUFATURA,BENS DE CAPITAL,SP,"157,341973566501",2010-03-18,714.566967,3.0,40757.7382124824,8.0
T98762,PACATUBA,MANUFATURA,BENS DE CONSUMO,CE,"112,482611593429",2010-03-30,350.738702,1.0,75.1986005973487,8.0
T77119,JAGUARIUNA,SERVICOS,PROVEDOR SERVICOS,SP,"12,6115721037593",2010-08-30,1028.867342,1.0,67.8082193445457,8.0
T82336,ITAQUAQUECETUBA,MANUFATURA,BENS DURAVEIS,SP,"2279,38611503188",2017-12-28,1253.303757,2.0,0.0084077147358395,8.0
T98789,RIBEIRAOPIRES,MANUFATURA,BENS DE CAPITAL,SP,"123,946530635746",2013-06-27,,,,7.333333333333333
T98720,VITORIA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,ES,"798,732899904754",2010-03-31,340.962404,,,9.333333333333334
T84225,JACAREI,MANUFATURA,BENS DE CAPITAL,SP,"1305,73491390535",2016-08-30,769.657728,,,10.0
T84301,BOTUCATU,MANUFATURA,QUIMICA & RECICLAGEM,SP,"957,05437223798",2023-09-18,628.520183,1.0,673.466358055481,8.0
T98826,MATADESAOJOAO,CONSTRUCAO E PROJETOS,CONSTRUTORAS,BA,"402,040103238374",2024-02-28,501.439881,5.0,30096.116941118,9.5
T84433,PORTAO,MANUFATURA,BENS DE CONSUMO,RS,"30,5368199205691",2010-11-08,118.680298,,,9.0
T84495,CURITIBA,CONSTRUCAO E PROJETOS,INCORPORADORAS,PR,"411,423112883571",2017-03-31,285.516961,,,
T98879,PATROCINIOPAULISTA,MANUFATURA,QUIMICA & RECICLAGEM,SP,"7903,25185168915",2015-03-31,4422.943216,5.0,37996.7245665227,8.0
T98882,BELOHORIZONTE,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,MG,"12,3341175174766",2012-03-30,323.974156,,,7.75
TA2551,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"127,999049138421",2018-06-18,21.070935,2.0,245.295077418118,8.0
TA2554,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"109,455834288527",2003-05-09,30.633152,2.0,340.281234646265,8.0
T84428,SAOPAULO,VAREJO,VAREJO,SP,"254,732737209098",2015-04-30,146.427858,1.0,9523.50255843278,
TA0719,CAXIASDOSUL,MANUFATURA,BENS DE CAPITAL,RS,"659,652482744497",2023-12-18,1131.641086,9.0,12409.3875836492,10.0
TA2641,CUIABA,HOSPITALITY,HOSPEDAGEM,MT,"38,7553610748523",2021-12-03,51.029456,,,9.0
T77352,RIODEJANEIRO,MANUFATURA,PAPEL & CELULOSE,RJ,"374,429168045877",2015-08-06,,,,
TA2656,GRAVATAI,HOSPITALITY,HOSPEDAGEM,RS,"114,840975576832",2021-12-06,77.868847,1.0,323.285039307765,9.0
TA0900,OURINHOS,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"160,898436899761",2010-08-31,107.981947,,,4.0
T77543,SAOPAULO,AGROINDUSTRIA,AGROINDUSTRIA,SP,"1401,14566072766",2021-05-07,826.637786,,,8.25
TA2805,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"121,85721352389",2013-01-18,118.080748,1.0,44.2582103694592,8.5
T77520,PRESIDENTEPRUDENTE,MANUFATURA,PAPEL & CELULOSE,SP,"4134,13218961544",2024-11-04,2465.365228,2.0,4134.47690591961,9.6
T76838,SERRANOPOLIS,AGROINDUSTRIA,SUCROENERGETICO,GO,"21019,2868395988",2019-07-31,1375.521209,,,
T84626,PORTOALEGRE,MANUFATURA,BENS DE CONSUMO,RS,"858,839652551271",2016-04-08,338.585451,1.0,1482.17501149431,10.0
T76764,BATATAIS,AGROINDUSTRIA,SUCROENERGETICO,SP,"1958,11892726071",2015-09-02,999.808004,,,
TA2544,SAOJOSEDOSPINHAIS,HOSPITALITY,HOSPEDAGEM,PR,"24,3361303028875",2022-10-27,64.662473,,,8.333333333333334
TA2580,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"26,1606044005647",2023-10-09,38.754228,,,
TA2609,OSASCO,HOSPITALITY,HOSPEDAGEM,SP,"348,71837638368",2014-12-04,,,,
T84117,JUNDIAI,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"13748,5894060605",2009-10-23,393.333626,3.0,13993.4094475961,8.0
T75123,ITAPECERICA,FINANCIAL SERVICES,FINANCEIRO - HOLDINGS,MG,"197,29543399121",2020-09-02,273.429159,,,
TA2800,JUAZEIRODONORTE,HOSPITALITY,HOSPEDAGEM,CE,"211,508675752147",2021-02-19,254.868863,1.0,7.64261269487812,7.5
T84205,MARINGA,MANUFATURA,BENS DURAVEIS,PR,"103,948781136552",2023-11-21,106.844096,,,7.5
T84693,PRIMAVERA,AGROINDUSTRIA,SUCROENERGETICO,PE,"9248,48620942347",2016-08-29,1002.73875,3.0,61943.317037984,7.0
TA2836,FORTALEZA,HOSPITALITY,HOSPEDAGEM,CE,"310,56416691244",2023-09-28,91.572879,,,
TA2843,CUIABA,HOSPITALITY,HOSPEDAGEM,MT,"62,7762020751458",2024-10-25,111.828311,2.0,661.119628965901,8.333333333333334
TA2872,CURITIBA,HOSPITALITY,HOSPEDAGEM,PR,"109,754308161649",2011-08-01,89.229157,,,7.5
TA2875,SAOLEOPOLDO,HOSPITALITY,HOSPEDAGEM,RS,"42,5052018470367",2020-09-02,88.171553,,,8.333333333333334
TA2901,UNIAODAVITORIA,HOSPITALITY,HOSPEDAGEM,PR,"72,613228316078",2016-11-30,70.857618,,,10.0
T76185,PIRACICABA,MANUFATURA,QUIMICA & RECICLAGEM,SP,"30,7932552200122",2010-06-10,345.304532,,,
TA3082,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"0,752490468857637",2011-05-24,115.096852,,,8.0
T84905,PORTAO,MANUFATURA,METAL-MECANICO & PLASTICO,RS,"126,88923079329",2020-08-19,114.578934,,,8.75
TA3126,FORTALEZA,HOSPITALITY,HOSPEDAGEM,CE,"133,686868157216",2014-06-16,123.543884,,,8.5
TA3134,BELEM,HOSPITALITY,HOSPEDAGEM,PA,"1345,54123932218",2012-07-11,50.766104,,,
T62588,ARACAJU,VAREJO,CONCESSIONARIA DE VEICULOS,SE,"4,30054608738191",2014-11-26,67.478666,,,7.5
TA3188,RECIFE,HOSPITALITY,HOSPEDAGEM,PE,"392,53097787214",2016-08-17,195.986611,,,
T62590,ARACAJU,SERVICOS,PROVEDOR SERVICOS,SE,"4,30054608738191",2014-11-26,67.478666,,,8.5
TA3197,JUIZDEFORA,HOSPITALITY,HOSPEDAGEM,MG,"23,7391825566429",2022-06-02,178.868177,1.0,54.3180410508912,7.333333333333333
T89799,ARTURNOGUEIRA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"2,8081767217704",2020-10-02,,,,
TA3205,RIODEJANEIRO,HOSPITALITY,HOSPEDAGEM,RJ,"221,240605558881",2020-11-13,83.960411,,,6.0
T89937,BRUSQUE,MANUFATURA,METAL-MECANICO & PLASTICO,SC,"9248,48620942347",2009-11-27,347.928624,2.0,0.0084077147358395,8.0
TA3318,CAMPOSDOSGOYTACAZES,HOSPITALITY,HOSPEDAGEM,RJ,"190,981240224595",2015-03-31,484.388007,2.0,2356.03504642116,9.0
T59725,BARUERI,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"0,0336308589433581",2011-07-07,,,,
T92141,SAOPAULO,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"25,5762682264238",2009-12-22,214.948038,,,8.25
T92154,SANTABARBARADOESTE,SERVICOS,PROVEDOR DE SERVICOS,SP,"11,9515664969959",2009-12-21,734.356877,1.0,0.0042038573679197,8.2
TA3368,PONTAGROSSA,HOSPITALITY,HOSPEDAGEM,PR,"138,210218685098",2023-12-27,105.478352,,,9.75
T92213,BELOHORIZONTE,SERVICOS,PROVEDOR SERVICOS,MG,"7062,4803781052",2010-09-15,266.357751,2.0,393.901435374082,5.0
TA3451,FORTALEZA,HOSPITALITY,HOSPEDAGEM,CE,"0,752490468857637",2011-05-24,133.971182,,,10.0
TA2879,CAMACARI,HOSPITALITY,HOSPEDAGEM,BA,"110,162082326337",2022-06-23,105.066952,,,5.333333333333333
TA3484,SAOJOSEDOSCAMPOS,HOSPITALITY,HOSPEDAGEM,SP,"214,073028746578",2022-10-28,137.811178,,,7.333333333333333
T92129,TAUBATE,MANUFATURA,BENS DURAVEIS,SP,"194,260248971572",2013-11-22,665.00228,2.0,0.0084077147358395,8.25
TA3007,IPOJUCA,HOSPITALITY,HOSPEDAGEM,PE,"12,3341175174766",2010-08-18,39.389487,,,10.0
TA3496,ARMACAODOSBUZIOS,HOSPITALITY,HOSPEDAGEM,RJ,"36,098523218327",2008-08-27,140.513528,1.0,285.862301018544,
T76678,TARUMA,AGROINDUSTRIA,SUCROENERGETICO,SP,"24479,3557234125",2019-09-04,3012.04163,,,
T78458,SAOPAULO,FINANCIAL SERVICES,FINANCEIRO - CREDITO E FINANCIAMENTO,SP,"6471,42643989041",2024-12-31,3545.21381,1.0,22175.385450493,
T92201,PORTAO,MANUFATURA,QUIMICA & RECICLAGEM,RS,"429,571165140881",2013-03-13,203.232096,2.0,922.263248661077,7.0
T80055,FORTALEZA,EDUCACIONAL,SUPERIOR,CE,"770,705782832833",2021-01-10,,,,
T78775,JABOTICABAL,MANUFATURA,BENS DE CAPITAL,SP,"4558,00292416542",2017-07-21,2246.468666,1.0,0.0042038573679197,8.666666666666666
T79896,CAXIASDOSUL,LOGISTICA,ATACADISTA E DISTRIBUIDOR,RS,"166,998233940612",2009-11-16,411.941688,,,8.666666666666666
T81031,RIODEJANEIRO,LOGISTICA,ATACADISTA E DISTRIBUIDOR,RJ,"18942,2239719702",2011-12-07,,,,
T96535,CURITIBA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PR,"303,211620375948",2010-02-26,243.527156,,,10.0
T87368,MAIRIPORA,MANUFATURA,BENS DE CAPITAL,SP,"47,781042843776",2009-10-28,30.909842,,,
T99366,JARAGUADOSUL,VAREJO,CONCESSIONARIA DE VEICULOS,SC,"36,9645178361185",2013-04-16,,,,
T92121,BRASILIA,SERVICOS,MIDIA,DF,"233,654596366348",2009-12-09,3933.994123,1.0,9028.97759310017,7.5
TA0717,VITORIA,SERVICOS,PROVEDOR SERVICOS,ES,"304,775455316815",2010-04-30,,,,
T77172,BARUERI,MANUFATURA,PAPEL & CELULOSE,SP,"0,201785153660148",2013-03-21,,,,
T92127,SAOPAULO,SAUDE,HOSPITAIS,SP,"18076,586682055",2009-12-21,303.607094,,,
T80499,INDAIATUBA,MANUFATURA,BENS DURAVEIS,SP,"12,1071092196089",2010-05-14,,,,
TA0729,UBERABA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,MG,"553,75311178923",2010-05-06,679.441805,1.0,11529.8859721346,8.25
T82418,ESTRANGEIRO,MANUFATURA,BENS DE CAPITAL,EX,"150,37197805049",2008-02-25,,,,
TA2604,CAMPOSDOSGOYTACAZES,HOSPITALITY,HOSPEDAGEM,RJ,"37,3975151450142",2024-01-31,41.931418,,,
TA2657,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"55,7599641280877",2021-12-06,59.321349,,,8.0
T96704,DUQUEDECAXIAS,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,RJ,"28,2204945108453",2017-01-25,365.958494,1.0,0.0084077147358395,2.0
T94480,BOITUVA,MANUFATURA,BENS DE CAPITAL,SP,"22700,8297867667",2010-01-29,101.74887,,,9.5
TA2722,TORRES,HOSPITALITY,HOSPEDAGEM,RS,"143,271662956073",2024-11-28,509.625521,1.0,5049.35818104262,8.0
TA2750,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"50,1309991124431",2022-07-29,114.865767,1.0,38.7385456453806,
T98619,UBERLANDIA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,MG,"331,074787010521",2018-10-17,,,,
T83974,PONTAGROSSA,EDUCACIONAL,SUPERIOR,PR,"967,904528104581",2020-03-04,,,,9.0
T98821,ARAPUTANGA,MANUFATURA,BENS DE CONSUMO,MT,"227,327791027629",2011-02-28,1537.819884,3.0,144.259569437534,8.0
TA3030,GOIANIA,HOSPITALITY,HOSPEDAGEM,GO,"537,484183775381",2013-09-04,91.598257,1.0,87.8353958453155,8.0
TA3077,RIODEJANEIRO,HOSPITALITY,HOSPEDAGEM,RJ,"211,929061488939",2019-10-31,127.007678,1.0,151.338865245111,
T94602,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"367,837519692979",2012-05-16,77.819705,,,6.8
TA2995,GUARULHOS,HOSPITALITY,HOSPEDAGEM,SP,"172,854207254125",2019-02-12,74.365913,,,
T77824,CAMBARADOSUL,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,RS,"327,900874697741",2007-05-09,,,,
TA3094,BRASILIA,HOSPITALITY,HOSPEDAGEM,DF,"2796,20413598656",2013-01-18,249.238318,,,9.0
T84219,BLUMENAU,SERVICOS,PROVEDOR SERVICOS,SC,"65,5045055069257",2024-04-01,,,,
TA3331,CAMPOSDOSGOYTACAZES,HOSPITALITY,HOSPEDAGEM,RJ,"4348,8231853951",2015-03-20,808.548021,,,
TA3502,RIBEIRAOPRETO,HOSPITALITY,HOSPEDAGEM,SP,"355,873341623879",2020-09-09,218.700774,,,10.0
TA3579,JUIZDEFORA,HOSPITALITY,HOSPEDAGEM,MG,"279,918046700305",2019-03-11,274.839149,2.0,633.979525798611,7.5
TA0675,CONTAGEM,MANUFATURA,BENS DURAVEIS,MG,"46,6922437854848",2010-04-28,441.853314,2.0,0.0084077147358395,2.5
TA3512,FOZDOIGUACU,HOSPITALITY,HOSPEDAGEM,PR,"1465,14938915423",2022-08-25,544.279604,1.0,87.9194729926738,
TA3585,RIODEJANEIRO,HOSPITALITY,HOSPEDAGEM,RJ,"246,329226330626",2015-01-07,200.14002,2.0,424.303731858877,7.0
TA3529,BAURU,HOSPITALITY,SERVICOS DE RESERVA,SP,"149,972611600537",2018-02-21,112.913733,,,
TA0689,ITATIBA,MANUFATURA,BENS DE CAPITAL,SP,"5742,52801858154",2017-01-16,1207.966581,2.0,0.0084077147358395,8.0
TA3513,BAURU,HOSPITALITY,HOSPEDAGEM,SP,"176,288758723715",2014-01-14,131.647792,3.0,196.685874672862,
T96702,FARROUPILHA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,RS,"427,864399049505",2010-06-02,128.478366,,,7.0
TA3674,GOIANIA,HOSPITALITY,HOSPEDAGEM,GO,"248,010769277794",2020-12-21,,,,8.5
T98613,SAOPAULO,VAREJO,MATERIAL DE CONSTRUCAO,SP,"81,9962379612749",2010-10-06,57.256817,,,8.5
T84547,IMIGRANTE,MANUFATURA,QUIMICA & RECICLAGEM,RS,"12638,1068514656",2022-05-19,476.675422,1.0,76648.5236151163,9.75
TA3799,CAMPOGRANDE,HOSPITALITY,HOSPEDAGEM,MS,"131,383154319596",2002-12-19,,,,
TA0704,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"1324,21507089472",2010-10-27,81.280492,,,8.0
TA3900,VITORIA,HOSPITALITY,HOSPEDAGEM,ES,"178,310814117685",2018-11-22,223.62826,,,8.0
T98763,GUARULHOS,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"9,71931823463049",2013-10-14,230.668958,1.0,663.532643095087,8.5
TA4315,SAOJOSEDORIOPRETO,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,SP,"2885,5697359138",2010-05-24,41.031449,,,10.0
T83980,SAOBERNARDODOCAMPO,MANUFATURA,QUIMICA & RECICLAGEM,SP,"251,045954297432",2011-05-03,,,,
TA3658,RIODEJANEIRO,HOSPITALITY,HOSPEDAGEM,RJ,"248,880967752954",2021-11-30,117.756145,1.0,80.7140614640594,8.0
T84013,RIODEJANEIRO,SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO,RJ,"148,984705119076",2010-12-29,,,,9.0
T78102,IMPERATRIZ,SERVICOS,MIDIA,MA,"1372,17687960532",2015-09-02,635.37983,,,8.6
TA3598,GUARULHOS,HOSPITALITY,HOSPEDAGEM,SP,"294,047211313883",2019-01-31,147.70976,,,9.25
TA2727,RIBEIRAOPRETO,HOSPITALITY,HOSPEDAGEM,SP,"134,254388901885",2007-04-13,,,,
TA3789,FOZDOIGUACU,HOSPITALITY,HOSPEDAGEM,PR,"417,459852063904",2013-01-18,142.380711,,,
TA4345,SAOPAULO,VAREJO,MATERIAL DE CONSTRUCAO,SP,"174,468488483406",2024-01-05,389.040584,1.0,0.0042038573679197,
TA3606,MACEIO,HOSPITALITY,HOSPEDAGEM,AL,"41,4584413624247",2013-01-18,63.951988,,,10.0
TA2837,VITORIA,HOSPITALITY,HOSPEDAGEM,ES,"637,594843135022",2002-09-12,41.381478,,,
TA3905,SAOLUIS,HOSPITALITY,HOSPEDAGEM,MA,"1576,56422097621",2007-11-09,100.96631,,,9.0
T84573,MANAUS,MANUFATURA,BENS DURAVEIS,AM,"23,4280971114168",2009-08-14,,,,
TA4108,DIADEMA,SERVICOS,PROVEDOR SERVICOS,SP,"10028,7221369094",2013-09-27,520.127946,,,8.666666666666666
TA4358,CUIABA,MANUFATURA,QUIMICA & RECICLAGEM,MT,"77,3173447107802",2010-05-24,1279.176398,,,8.25
TA3626,PALMAS,HOSPITALITY,HOSPEDAGEM,TO,"155,412403034626",2016-02-05,64.159619,1.0,79.0535378037311,
TA4428,CAIEIRAS,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"2081,57781044178",2009-11-16,465.909631,,,
TA2867,RIBEIRAOPRETO,HOSPITALITY,HOSPEDAGEM,SP,"134,254388901885",2007-03-23,,,,
TA4200,SANTAISABEL,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"150,060892605264",2010-05-10,236.318194,,,9.0
T83963,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"96,6887194621545",2025-02-28,140.794075,2.0,331.011729150002,9.0
TA6091,OSASCO,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"405,588158856898",2010-06-25,328.221119,,,
TA2501,CALDASNOVAS,HOSPITALITY,HOSPEDAGEM,GO,"6535,97246591745",2013-01-18,30.242167,,,9.0
TA6227,VILAVELHA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,ES,"782,640533900358",2012-09-27,,,,8.0
TA8241,SAOPAULO,MANUFATURA,BENS DE CONSUMO,SP,"53,1493687026095",2020-11-26,793.320656,,,6.0
T77109,PENAPOLIS,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"29,3597398575516",2024-07-30,665.563917,2.0,3122.36881759135,10.0
TA8260,GOIANIA,VAREJO,VAREJO,GO,"1477,6558648238",2014-12-22,110.375565,,,9.0
TA3153,BRASILIA,HOSPITALITY,HOSPEDAGEM,DF,"235,748117335572",2019-09-30,,,,8.5
TA6052,ANANINDEUA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PA,"11098,1834513082",2018-06-13,445.473763,,,9.0
T89704,FORTALEZA,CONSTRUCAO E PROJETOS,INCORPORADORAS,CE,"134,641143779734",2012-03-06,126.752185,,,9.25
TA3155,MACEIO,HOSPITALITY,HOSPEDAGEM,AL,"265,091041763652",2012-09-05,134.33948,1.0,692.896586810007,8.0
T76650,GUARAMIRIM,MANUFATURA,BENS DE CONSUMO,SC,"431,462900956445",2018-12-07,,,,
TA8402,BARUERI,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"245,841578875948",2022-12-16,168.810038,2.0,8252.36959452278,8.0
TA3885,CAMACARI,HOSPITALITY,HOSPEDAGEM,BA,"48,2602825837188",2022-12-06,120.412512,,,8.666666666666666
TA3738,SOROCABA,HOSPITALITY,HOSPEDAGEM,SP,"254,396428619664",2015-08-20,218.151123,,,8.0
TA8052,VARGEMGRANDEPAULISTA,MANUFATURA,QUIMICA & RECICLAGEM,SP,"2732,50728914784",2011-04-20,1566.207517,1.0,2073.72920873587,5.333333333333333
T84955,RIODEJANEIRO,MANUFATURA,BENS DE CAPITAL,RJ,"193,827251662676",2009-11-26,283.272724,,,8.666666666666666
TA8583,JUNDIAI,SERVICOS,PROVEDOR SERVICOS,SP,"8974,3947090351",2013-07-10,3395.761719,,,
TA4192,SUZANO,MANUFATURA,PAPEL & CELULOSE,SP,"174,220460898699",2023-09-25,482.991288,2.0,14800.0245800657,8.5
TA4245,SAOPAULO,VAREJO,VAREJO,SP,"135,755165982233",2010-08-10,97.922411,,,
T92125,IPATINGA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,MG,"214,350483332861",2022-12-28,368.228909,2.0,0.0084077147358395,8.285714285714286
TA4295,TAPEJARA,AGROINDUSTRIA,AGROINDUSTRIA,RS,"10550,9925608703",2010-05-27,322.743349,1.0,399.875116693895,7.8
T89914,CURITIBA,AGROINDUSTRIA,GRAOS,PR,"451,914667051374",2009-11-26,,,,8.5
TA4367,BARUERI,MANUFATURA,PAPEL & CELULOSE,SP,"156,946810973916",2011-08-09,1466.42693,,,7.0
TAA519,SAOPAULO,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"11854,8777775337",2020-12-22,232.268631,,,8.5
TA8436,PARADEMINAS,AGROINDUSTRIA,AGROINDUSTRIA,MG,"3731,76418550237",2010-07-22,323.142654,,,3.6
T92194,TOLEDO,LOGISTICA,ATACADISTA E DISTRIBUIDOR,PR,"118,325973334837",2012-12-18,99.762828,,,
TA4372,RIBEIRAOPRETO,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,SP,"106,408037696785",2013-12-17,670.34129,2.0,1490.33469864544,7.666666666666667
TA8438,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"226,819124286111",2015-11-25,,,,
T84555,ARAUCARIA,VAREJO,CONCESSIONARIA DE VEICULOS,PR,"34,892016153734",2024-01-12,,,,
TAA537,ARUJA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"35,8168647746764",2012-12-26,128.434767,,,7.0
TA8520,CAXIASDOSUL,VAREJO,MATERIAL DE CONSTRUCAO,RS,"192,843549038583",2010-10-25,1249.036519,,,10.0
TAA619,BELOHORIZONTE,CONSTRUCAO E PROJETOS,INCORPORADORAS,MG,"124,387935659378",2010-02-26,2735.668788,1.0,374.651972486377,8.5
T92111,DIADEMA,LOGISTICA,OPERADOR LOGISTICO,SP,"299,861146053716",2009-12-18,,,,8.0
TAA637,SAOPAULO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"4920,86728059215",2022-11-29,141.763955,1.0,317.126388263763,6.0
TAA669,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"418,678970700601",2014-08-25,,,,8.0
TA6068,INDAIAL,MANUFATURA,BENS DE CAPITAL,SC,"1404,0883608852",2010-06-21,139.855362,,,8.5
TA8698,SAOPAULO,MANUFATURA,BENS DURAVEIS,SP,"238,241004754749",2010-08-05,304.549093,,,6.75
TAA687,PORTOALEGRE,MANUFATURA,METAL-MECANICO & PLASTICO,RS,"31,6466382657",2010-02-18,426.308799,1.0,394.1872976751,
TA9001,SAOJOAONEPOMUCENO,MANUFATURA,TEXTIL & VESTUARIO,MG,"205,989011028068",2014-08-27,310.800273,1.0,1188.80882507403,6.8
TAA655,PASSOS,AGROINDUSTRIA,AGROINDUSTRIA,MG,"710,145013590581",2010-08-31,158.048391,,,8.666666666666666
TAA816,DIVINOPOLIS,MANUFATURA,METAL-MECANICO & PLASTICO,MG,"1407,32112720113",2024-03-18,223.60656,4.0,6810.07237402056,9.5
TA6130,SAOPAULO,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"122,466772842238",2010-06-28,1573.892358,,,8.5
TAA670,CURITIBA,SAUDE,HOSPITAIS,PR,"6609,88889001759",2015-02-12,634.982792,3.0,4662.24177146036,7.0
TAAC29,RIODEJANEIRO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,RJ,"26904,6871546865",2016-01-25,379.884373,,,
TAA672,SAOPAULO,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"36321,3276588267",2021-10-08,600.14164,3.0,8293.87427831625,8.5
TAACDW,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"1926,60681243079",2010-10-13,596.989639,2.0,0.0084077147358395,8.0
TAAFRL,SAOBERNARDODOCAMPO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"30,5368199205691",2010-11-25,867.612233,2.0,6457.74288415784,8.0
TAAFTK,PORTOALEGRE,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,RS,"1,98842453502605",2021-11-05,1111.854769,2.0,0.0084077147358395,10.0
TA6139,ARAUCARIA,CONSTRUCAO E PROJETOS,INCORPORADORAS,PR,"3592,81408792052",2016-06-27,595.573137,2.0,0.0084077147358395,8.0
TA2621,BELOHORIZONTE,HOSPITALITY,HOSPEDAGEM,MG,"418,872348139525",2023-06-30,192.353961,,,7.0
