CD_CLIENTE,CIDADE,DS_SEGMENTO,DS_SUBSEGMENTO,UF,VL_TOTAL_CONTRATO,DT_ASSINATURA_CONTRATO,MRR_12M,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M,NPS_MEDIO
T05077,MARACANAU,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,CE,"428,953198107796",2022-04-29,361.64621,,,8.5
T05174,SANTARITADOSAPUCAI,MANUFATURA,BENS DURAVEIS,MG,"1853,9809725426",2017-01-25,721.547769,3.0,1777.9121734701,7.0
T04802,PAULINIA,LOGISTICA,OPERADOR LOGISTICO,SP,"700,783023232224",1999-05-18,,,,
T05279,CAMPINAS,SERVICOS,UTILITES,SP,"50,4420845576692",2014-07-14,,,,
T04867,JUIZDEFORA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,MG,"65,3531666416806",2007-08-21,17.536157,,,9.0
T04994,PORTOALEGRE,SAUDE,CENTROS CLINICOS,RS,"115,690154765152",2014-12-23,,,,
T05395,JOAOPESSOA,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,PB,"276,601203237016",2024-02-06,975.7557,1.0,7736.48482990377,5.0
T05154,FORTALEZA,SERVICOS,UTILITIES,CE,"64,3064061570686",2012-12-18,800.271702,2.0,131660.781264031,9.25
T05563,MANAUS,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,AM,"214,413541193379",2019-09-10,156.7593,,,9.666666666666666
T05615,VINHEDO,MANUFATURA,BENS DE CONSUMO,SP,"117,808898878583",2019-11-12,305.170724,1.0,5343.3927807844,9.0
T05049,SAOCAETANODOSUL,MANUFATURA,BENS DE CONSUMO,SP,"23,2725543888038",2010-08-31,640.229334,2.0,7990.45246507191,7.0
T05273,SACRAMENTO,MANUFATURA,BENS DE CONSUMO,MG,"1166,32659587039",2018-01-05,2054.004067,9.0,21120.6208214525,9.333333333333334
T05690,ITAPUI,MANUFATURA,BENS DE CONSUMO,SP,"317,71913215264",2023-11-27,898.472459,3.0,6371.36202296182,7.5
T04876,ITUPEVA,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"1166,81844718244",2018-07-17,501.487522,,,
T04506,SANTOANDRE,MANUFATURA,BENS DE CONSUMO,SP,"62,7509789309383",2004-11-30,462.972283,,,9.0
T05691,ARACAJU,EDUCACIONAL,SUPERIOR,SE,"5549,09172565408",2010-09-29,2127.416124,4.0,45755.7378680612,9.0
T05238,GUARUJA,LOGISTICA,TRANSPORTADOR,SP,"73,2480107786339",1999-09-02,642.466613,,,10.0
T05248,SAOPAULO,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"278,093572602628",2009-10-30,282.467806,,,8.666666666666666
T05720,SAOJOSEDOSPINHAIS,MANUFATURA,BENS DE CAPITAL,PR,"442,292037536206",2022-07-29,4373.632183,2.0,3453.25863487769,7.75
T05512,SAOPAULO,EDUCACIONAL,BASICO,SP,"70,4734649158068",1999-12-01,1889.89936,,,
T05353,MACEIO,VAREJO,CONCESSIONARIA DE VEICULOS,AL,"85,4980511487521",2002-02-15,154.483378,,,8.666666666666666
T05748,ANAPOLIS,MANUFATURA,QUIMICA & RECICLAGEM,GO,"2439,54046917752",2017-01-25,1677.614162,2.0,0.0084077147358395,8.0
T05762,CAMPOLARGO,MANUFATURA,QUIMICA & RECICLAGEM,PR,"136,146124717449",2009-03-17,213.500391,,,8.0
T04786,SAOBERNARDODOCAMPO,SERVICOS,PROVEDOR SERVICOS,SP,"5,96527360507814",2022-07-29,,,,
T05618,DIADEMA,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"1065,25745703087",2012-09-25,193.717487,,,10.0
T05808,SANTOS,LOGISTICA,TRANSPORTADOR,SP,"0,306881587858142",2010-01-14,736.133831,,,7.666666666666667
T05513,OSASCO,MANUFATURA,BENS DE CONSUMO,SP,"1577,28728444349",2007-01-29,624.690727,1.0,29073.33946279,6.0
T05816,DIADEMA,MANUFATURA,BENS DE CONSUMO,SP,"57,5844382257649",2011-09-09,364.15728,,,9.0
T05409,JOAOPESSOA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PB,"1014,65142203585",2020-09-02,963.06105,1.0,3548.9300208568,8.666666666666666
T05830,CUIABA,SERVICOS,PROVEDOR SERVICOS,MT,"0,306881587858142",2011-07-29,611.093535,,,7.0
T05879,RECIFE,CONSTRUCAO E PROJETOS,CONSTRUTORAS,PE,"234,444921551517",2013-12-26,,,,8.0
T05797,JOAOPESSOA,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,PB,"2133,17175191826",1999-12-31,590.041508,,,9.6
T05995,MARIALVA,MANUFATURA,BENS DE CONSUMO,PR,"60,8340199711668",2020-07-23,810.354633,4.0,446.155382457324,8.285714285714286
T05251,TRESLAGOAS,VAREJO,MATERIAL DE CONSTRUCAO,MS,"173,488989716681",2010-06-14,103.347551,,,9.4
T05723,MANAUS,LOGISTICA,TRANSPORTADOR,AM,"1016,8458355819",2024-05-15,358.052049,3.0,18373.1225769307,
T05997,UBERLANDIA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,MG,"133,939099599291",2014-08-18,,,,10.0
T06008,CORUMBADEGOIAS,MANUFATURA,BENS DE CONSUMO,GO,"283,882284198253",2015-09-30,392.108903,,,8.0
T05787,INDAIATUBA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"1222,18324871794",2008-08-05,536.068391,,,8.0
T06016,BLUMENAU,MANUFATURA,BENS DE CAPITAL,SC,"333,576082144433",2025-02-28,286.781472,3.0,32518.1399366434,8.0
T05914,CAJAMAR,MANUFATURA,BENS DE CAPITAL,SP,"243,399137745186",2023-03-27,517.739801,2.0,64.8234806133227,9.2
T06096,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"219,70619761959",2009-12-07,254.893453,,,8.833333333333334
T05821,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"70,4734649158068",1999-12-31,988.7361,1.0,29703.4094012364,6.0
T05948,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"248,351281724596",2010-07-29,872.33925,,,
T05953,SAOPAULO,VAREJO,MATERIAL DE CONSTRUCAO,SP,"590,25100145751",2021-12-20,486.963531,,,8.75
T05303,CURITIBA,VAREJO,VAREJO,PR,"3843,84743064585",2013-03-28,379.061495,,,
T06253,CAPIVARI,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"259,024875581744",2012-06-29,243.573689,,,9.0
T05519,CURITIBA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PR,"5075,55241630213",2017-03-24,4547.769441,,,7.4
T06131,ITAPIRA,MANUFATURA,BENS DE CAPITAL,SP,"6434,43249505272",2016-01-19,2328.550506,3.0,75.8249753451687,9.0
T05967,SAOPAULO,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"741,829486572592",2023-10-02,1855.977269,3.0,752.704865583401,10.0
T06336,CONTAGEM,MANUFATURA,QUIMICA & RECICLAGEM,MG,"3,97264521268417",2023-07-07,228.792686,,,9.666666666666666
T05704,SALTO,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"69,7630130206284",2021-05-13,305.864636,,,9.0
T06178,UBERLANDIA,MANUFATURA,QUIMICA & RECICLAGEM,MG,"115,799455056718",2020-01-23,1135.435766,1.0,0.0042038573679197,7.5
T05606,CONSELHEIROPENA,MANUFATURA,BENS DE CONSUMO,MG,"16,5589941722359",2024-05-29,345.844748,3.0,126.422602625451,9.0
T06187,SALVADOR,CONSTRUCAO E PROJETOS,IMOBILIARIA,BA,"816,885156019432",2006-11-06,2110.675948,,,10.0
T05661,ARARAS,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"170,491639413354",2018-05-30,327.8747,,,9.8
T06358,BENTOGONCALVES,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,RS,"770,34845495656",2017-04-26,327.086038,,,8.0
T06376,DDELESTE,VAREJO,CONCESSIONARIA DE VEICULOS,EX,"279,661611400862",2000-05-25,,,,
T05793,MAIRINQUE,MANUFATURA,BENS DE CAPITAL,SP,"72,613228316078",2004-08-12,388.412904,,,8.0
T06200,SAOPAULO,MANUFATURA,BENS DURAVEIS,SP,"387,772211331654",2014-01-06,927.362079,,,9.0
T06381,CABEDELO,VAREJO,MATERIAL DE CONSTRUCAO,PB,"504,273710568815",2017-05-18,287.623313,3.0,5693.46900309792,10.0
T06435,DIADEMA,MANUFATURA,BENS DURAVEIS,SP,"116,606595671358",2015-03-10,307.879121,,,10.0
T06209,ARACRUZ,SERVICOS,PROVEDOR DE SERVICOS,ES,"306,881587858143",2011-08-24,494.157926,,,8.0
T06148,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"2313,40793271045",2013-01-29,1598.695728,,,
T06449,RIODEJANEIRO,MANUFATURA,TEXTIL & VESTUARIO,RJ,"95,2636118144297",2025-02-28,1727.310024,6.0,37197.7184158891,9.0
T05958,SAOPAULO,CONSTRUCAO E PROJETOS,PROJETOS & SERVICOS ESPECIAIS,SP,"0,0546501457829569",2015-11-24,572.337718,,,
T06475,MAUA,MANUFATURA,BENS DE CAPITAL,SP,"5359,91814409769",2014-02-28,753.836444,,,8.0
T06486,CAXIASDOSUL,MANUFATURA,PAPEL & CELULOSE,RS,"655,801749395482",2009-11-23,250.486442,,,6.5
T06468,SAOPAULO,MANUFATURA,PAPEL & CELULOSE,SP,"1655,98769822832",2017-07-31,1419.897082,3.0,323.45739745985,7.666666666666667
T06425,RECIFE,MANUFATURA,BENS DE CONSUMO,PE,"24382,3727339346",2007-06-12,583.00953,,,10.0
T06542,LONDRINA,MANUFATURA,BENS DE CONSUMO,PR,"798,732899904754",2007-08-29,982.509243,,,8.4
T05435,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"76,7960663971582",1999-10-14,2247.749085,,,8.0
T05809,SAOPAULO,SERVICOS,PUBLICO,SP,"3516,87981228378",2012-12-19,718.931569,,,7.75
T05500,JUNDIAI,MANUFATURA,BENS DE CONSUMO,SP,"76,7960663971582",1999-10-26,3501.197622,,,8.333333333333334
T05375,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"44,9896815514773",2010-05-14,,,,
T06552,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"92,3545425158292",2006-09-22,1067.148792,3.0,5123.06441227436,10.0
T06574,CAPANEMA,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,PA,"494,844458492571",2009-01-01,915.250781,,,
T06638,POUSOALEGRE,VAREJO,MATERIAL DE CONSTRUCAO,MG,"1796,96405506151",2017-01-25,1325.208108,2.0,0.0084077147358395,8.5
T06680,CAMBE,VAREJO,CONCESSIONARIA DE VEICULOS,PR,"327,156791943619",2000-09-30,,,,
T05357,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"278,728355065184",2025-02-21,1460.490254,1.0,278.728355065184,9.25
T06682,MATAO,MANUFATURA,QUIMICA & RECICLAGEM,SP,"581,649909282746",2018-06-29,1215.416905,4.0,12612.425486805,8.6
T06375,GUARULHOS,VAREJO,SUPERMERCADO,SP,"3363,08589433581",2015-03-27,80.095193,,,
T06198,ANANINDEUA,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,PA,"327,03488007995",2020-04-15,719.046394,,,
T06816,LAJEADO,EDUCACIONAL,SUPERIOR,RS,"316,386509367009",2019-06-28,303.545206,3.0,883.070686419961,8.0
T06684,BAYEUX,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PB,"282,263799111604",2020-04-29,1291.350045,1.0,6546.47790547989,7.25
T07049,VARZEAGRANDE,VAREJO,MATERIAL DE CONSTRUCAO,MT,"756,383240780331",2011-12-15,2481.840507,5.0,3340.88952743319,9.333333333333334
T06341,SAOPAULO,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"1318,0984584244",2011-12-14,674.110448,,,10.0
T06244,PARAGUAY,VAREJO,VAREJO,EX,"482,964357570829",2002-04-24,,,,
T06914,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"101,060731124791",2020-12-17,1153.269246,,,9.25
T06610,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"354,027848239363",2000-08-18,466.874578,,,9.5
T06619,CAMPINAS,SERVICOS,PROVEDOR SERVICOS,SP,"8619,70685518898",2015-09-02,1080.353838,2.0,2303.60874118583,8.0
T07157,NOVOHAMBURGO,EDUCACIONAL,SUPERIOR,RS,"2595,88192469045",2020-08-31,1076.539314,5.0,32011.8357629659,
T06661,SAOCARLOS,MANUFATURA,BENS DURAVEIS,SP,"5887,86377550527",2010-10-20,4415.625181,2.0,0.0084077147358395,8.75
T07061,PAULINIA,MANUFATURA,QUIMICA & RECICLAGEM,SP,"189,446832285304",2015-09-02,307.057826,,,
T06525,BELOHORIZONTE,MANUFATURA,BENS DE CAPITAL,MG,"0,630578605187964",2024-02-29,549.485776,1.0,763.73999117419,
T06575,GOIANIA,LOGISTICA,ATACADISTA E DISTRIBUIDOR,GO,"373,294126556539",2016-03-15,580.543324,,,6.666666666666667
T06961,INDAIATUBA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"223,851200984359",2022-01-27,746.270349,5.0,1124.12827561122,10.0
T06654,PORTOALEGRE,SERVICOS,PROVEDOR SERVICOS,RS,"6918,33851667396",2000-09-30,170.180606,,,
T07145,PARANAVAI,SAUDE,OPERADORAS DE PLANOS DE SAUDE,PR,"3962,52652799959",2020-02-27,124.201767,,,8.75
T07389,GOIANIA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,GO,"47,9954395695399",2006-08-01,373.077082,,,9.0
T07396,MASSARANDUBA,AGROINDUSTRIA,GRAOS,SC,"324,466323228151",2013-11-27,235.507684,,,9.166666666666666
T07244,UBERABA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,MG,"124295,324681563",2022-01-27,346.502943,3.0,63586.0667893608,9.5
T06925,FLORIANOPOLIS,MANUFATURA,BENS DURAVEIS,SC,"0,121911863669673",2024-12-05,215.139116,1.0,649.748194785678,7.8
T07073,SAOPAULO,VAREJO,MATERIAL DE CONSTRUCAO,SP,"493,562281995355",2023-12-11,561.827561,1.0,564.750402663709,
T07422,FORTALEZA,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,CE,"36,0396692151761",2014-10-16,156.577444,,,8.0
T06937,SAOPAULO,SERVICOS,UTILITIES,SP,"536,727489449155",2023-10-05,1630.833911,4.0,21268.4158349365,
T07499,PONTENOVA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,MG,"2663,63129003185",2021-08-23,822.136934,9.0,50300.1034789251,8.0
T05621,SAOPAULO,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"221,715641441456",2015-09-02,202.897568,,,10.0
T07300,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"1743,53723177262",2012-02-14,2977.238949,1.0,1884.11001829849,6.5
T07413,PARANAGUA,SAUDE,OPERADORAS DE PLANOS DE SAUDE,PR,"2464,07838463406",2016-11-29,527.376554,1.0,28309.8012567694,10.0
T06583,SAOPAULO,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"0,0546501457829569",2015-09-02,2715.514696,,,9.0
T07372,RIODEJANEIRO,MANUFATURA,BENS DE CAPITAL,RJ,"571,724602037087",1998-09-21,111.114706,,,
T06883,BARUERI,MANUFATURA,BENS DE CAPITAL,SP,"68,4472056644695",2006-10-06,1749.566422,,,8.0
T07457,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"1460,16361431588",2012-05-14,1071.254709,1.0,146.962649725107,10.0
T07472,RIODEJANEIRO,SERVICOS,UTILITIES,RJ,"2251,16562052103",2015-02-25,506.635105,,,8.0
T07402,FORTALEZA,MANUFATURA,BENS DE CONSUMO,CE,"117,964441601196",2013-12-27,116.85153,1.0,98.0045268183134,10.0
T07504,CAMPOMOURAO,SAUDE,OPERADORAS DE PLANOS DE SAUDE,PR,"185,360682923686",2017-07-05,188.751065,,,8.25
T07483,SAOPAULO,VAREJO,VAREJO,SP,"3878,89078566483",2017-09-15,1574.639723,3.0,1707.93055986634,10.0
T06888,BELOHORIZONTE,LOGISTICA,ATACADISTA E DISTRIBUIDOR,MG,"223,422407532832",2012-04-18,,,,
T07542,SAOPAULO,MANUFATURA,QUIMICA & RECICLAGEM,SP,"543,155187364705",2010-03-03,1378.524704,,,10.0
T07544,BETIM,VAREJO,CONCESSIONARIA DE VEICULOS,MG,"212,908560255664",2025-02-28,723.829343,1.0,2104.64437581956,10.0
T07621,ITUPEVA,MANUFATURA,BENS DE CONSUMO,SP,"28,5820262444864",2011-11-16,426.481846,2.0,9643.21160084167,8.25
T07272,GUARULHOS,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"842,528685963742",2022-01-26,502.166737,1.0,0.0042038573679197,7.5
T07543,ARROIODOMEIO,MANUFATURA,BENS DE CAPITAL,RS,"140,038896640143",2015-12-01,536.257092,3.0,5913.923487329,8.75
T07562,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"1072,9589237289",2016-09-24,1005.444165,,,7.0
T07651,NITEROI,SERVICOS,VIAGENS,RJ,"112,999686049683",1994-04-20,1060.895654,,,
T07446,SAOBERNARDODOCAMPO,MANUFATURA,BENS DE CAPITAL,SP,"52,5650325284687",2003-06-03,1569.235095,,,8.0
T07614,DUQUEDECAXIAS,LOGISTICA,TRANSPORTADOR,RJ,"2625,35516869694",2012-02-27,380.053203,,,8.2
T07678,BRAGANCAPAULISTA,MANUFATURA,BENS DE CAPITAL,SP,"238,446993765777",2009-08-14,277.886081,,,
T07602,CAMPINAS,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"41,546722367151",2011-09-30,487.860704,2.0,2647.22363472486,9.0
T07682,GUARULHOS,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"930,103442652247",2004-10-29,323.732642,2.0,85589.1235147707,6.0
T07296,JOINVILLE,MANUFATURA,METAL-MECANICO & PLASTICO,SC,"2803,21196621889",2009-03-04,518.177191,,,8.5
T07742,SAOJOSEDOSCAMPOS,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"527,142694650298",2010-09-14,1413.931842,1.0,0.0042038573679197,8.333333333333334
T07174,LORENA,MANUFATURA,BENS DURAVEIS,SP,"2,97212715911927",2012-05-17,271.665244,,,9.0
T07537,SAOLUIS,EDUCACIONAL,BASICO,MA,"396,108460492239",2020-04-17,1192.458824,,,9.5
T07748,SAOJOSEDOSPINHAIS,MANUFATURA,BENS DE CAPITAL,PR,"126,422602625451",2009-12-15,178.764007,,,8.75
T07781,LARANJEIRAS,AGROINDUSTRIA,SUCROENERGETICO,SE,"10,2363926908846",2019-11-28,270.930581,,,8.75
T07578,RIODEJANEIRO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,RJ,"1107,46838886215",2001-06-30,700.402735,,,7.5
T07888,PATOSDEMINAS,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,MG,"9449,40116460846",2011-09-30,,,,9.25
T07589,CRICIUMA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SC,"1,99262839239397",2011-05-12,362.236046,3.0,4243.17184202455,7.4
T07890,PALMEIRA,MANUFATURA,QUIMICA & RECICLAGEM,SC,"76,0435759283005",2021-11-10,118.153896,,,7.833333333333333
T07800,VENANCIOAIRES,MANUFATURA,BENS DE CONSUMO,RS,"253,706996011325",2024-10-02,1112.605896,3.0,14726.8984811507,8.0
T07784,CURITIBA,SAUDE,OPERADORAS DE PLANOS DE SAUDE,PR,"737,016069886324",2011-04-26,1188.36446,1.0,3640.11589102435,6.0
T07814,SAOPAULO,MANUFATURA,PAPEL & CELULOSE,SP,"489,619063784247",2010-03-31,,,,7.0
T07826,JOINVILLE,EDUCACIONAL,BASICO,SC,"491,187102582481",2019-06-26,806.745924,2.0,5670.10816770439,9.4
T07885,SAOPAULO,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,SP,"6062,37850641972",2024-01-22,236.210541,1.0,1267.32426913467,1.0
T08085,SAOPAULO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"10,6820015718841",2014-05-21,1092.17555,,,8.333333333333334
T07884,CAMPINAS,EDUCACIONAL,BASICO,SP,"320,169980998137",2022-10-25,1930.946701,,,7.666666666666667
T07665,RIODEJANEIRO,SERVICOS,PROVEDOR DE SERVICOS,RJ,"1657,19840915028",2010-09-30,,,,9.0
T08115,CURITIBA,SERVICOS,PROVEDOR SERVICOS,PR,"168,393914586762",2012-01-31,1197.465467,1.0,0.0042038573679197,7.0
T07903,CABEDELO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PB,"380,974573967728",2017-08-31,,,,10.0
T07684,LONTRAS,MANUFATURA,METAL-MECANICO & PLASTICO,SC,"4486,71811477761",2021-01-27,1356.163505,4.0,47705.5163423039,8.25
T08203,SAOPAULO,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,SP,"730,575760398671",2016-09-22,,,,8.0
T08223,BOTUCATU,SAUDE,OPERADORAS DE PLANOS DE SAUDE,SP,"212,467155232033",2010-01-04,2807.96698,3.0,9826.63010166137,8.0
T08257,PIMENTABUENO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,RO,"1765,6200945263",2019-10-18,659.72364,,,6.5
T07673,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"4022,88971594555",2015-08-31,955.309566,2.0,0.0084077147358395,9.75
T07616,PONTAGROSSA,SAUDE,OPERADORAS DE PLANOS DE SAUDE,PR,"25223,1442075186",2016-04-26,131.560136,,,
T07650,SAOPAULO,MANUFATURA,PAPEL & CELULOSE,SP,"722,920536131689",2010-12-23,288.641263,1.0,63.8986319923804,9.75
T07762,JIPARANA,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,RO,"277,034200545912",2022-09-14,5480.681093,,,5.0
T08138,SAOLUIS,VAREJO,MATERIAL DE CONSTRUCAO,MA,"2364,06021013652",2014-01-27,195.445067,,,
T08292,RIODEJANEIRO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,RJ,"812,904103092012",2009-12-29,823.132959,,,
T07726,PALOTINA,SAUDE,OPERADORAS DE PLANOS DE SAUDE,PR,"3462,94432225337",2019-11-25,269.911209,,,9.0
T07947,CAMPINAS,MANUFATURA,BENS DE CONSUMO,SP,"277,336878276402",2015-05-29,265.692178,2.0,25336.072427993,7.333333333333333
T08298,RIODEJANEIRO,MANUFATURA,BENS DURAVEIS,RJ,"24214,2184392178",2006-03-29,183.169658,,,3.0
T07849,MANAUS,EDUCACIONAL,EDUCACAO CONTINUADA,AM,"1831,75517863841",2015-09-02,821.884715,1.0,0.0042038573679197,6.333333333333333
T08365,BELOHORIZONTE,CONSTRUCAO E PROJETOS,INCORPORADORAS,MG,"187,290253455561",2011-09-21,,,,
T08043,SANTACRUZDOSUL,MANUFATURA,BENS DE CONSUMO,RS,"3807,40839498072",2018-02-16,1106.778427,4.0,17189.4929041339,10.0
T08111,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"40760,3067693342",2023-10-09,516.946776,,,
T08391,SANTOS,LOGISTICA,OPERADOR LOGISTICO,SP,"395,444251028108",2009-12-16,324.17335,,,7.8
T08368,TIMOTEO,VAREJO,SUPERMERCADO,MG,"5489,89300619904",2017-01-25,473.608825,1.0,945.867907781946,9.166666666666666
T08492,SAOPAULO,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"1456,87619785417",2005-03-10,1248.323954,1.0,4442.6112432734,10.0
T08810,SAOPAULO,AGROINDUSTRIA,GRAOS,SP,"238,308266472635",2021-05-28,2750.016837,2.0,12420.7758332589,
T07984,VITORIADESANTOANTAO,EDUCACIONAL,SUPERIOR,PE,"3363,08589433581",2014-03-13,843.551207,1.0,1051.25440813833,5.0
T08881,CAMPINAS,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"185,17150934213",2016-09-20,660.161036,1.0,4393.47235449978,9.0
T08451,BRASILIA,VAREJO,CONCESSIONARIA DE VEICULOS,DF,"2,48027584707266",2016-12-08,,,,7.5
T08886,PETROPOLIS,LOGISTICA,ATACADISTA E DISTRIBUIDOR,RJ,"266,848254143443",2014-06-05,358.81644,1.0,813.904621145577,9.166666666666666
T07912,SAOJOAODEMERITI,VAREJO,SUPERMERCADO,RJ,"0,53388988572581",2017-07-27,859.958771,1.0,97.2982787805028,8.714285714285714
T08855,CARATINGA,MANUFATURA,BENS DE CAPITAL,MG,"683,395869158508",2018-12-17,2848.19518,,,9.6
T08245,RIODEJANEIRO,MANUFATURA,BENS DE CAPITAL,RJ,"420,448794652495",2015-02-26,1316.396791,,,9.0
T08909,SAOPAULO,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"1749,49830152033",2013-08-22,3116.041509,1.0,605.95240872669,8.333333333333334
T07880,NATAL,VAREJO,MATERIAL DE CONSTRUCAO,RN,"548,981733676642",2015-06-17,107.910541,,,7.666666666666667
T08225,DOISCORREGOS,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"5044,62884150371",2012-05-31,725.559557,,,9.285714285714286
T08976,BARIRI,MANUFATURA,BENS DURAVEIS,SP,"2750,64272983305",2023-09-28,525.330117,2.0,3651.40324805722,7.2
T06731,SUMARE,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"77,2921215665727",2000-11-09,327.303326,,,10.0
T09057,SAOPAULO,VAREJO,VAREJO,SP,"208,658460456697",2005-04-25,,,,
T08322,PATOSDEMINAS,SERVICOS,PROVEDOR SERVICOS,MG,"174,05651046135",2011-06-30,580.741275,,,9.0
T08539,DIADEMA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"435,095033722327",2012-04-13,619.7566,,,
T09104,SAOJOSEDOSCAMPOS,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"222,594247631351",2014-07-24,559.838166,,,8.0
T09092,SIMOESFILHO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,BA,"68,215993509234",2018-08-06,1215.768808,1.0,818.474214104506,8.0
T09163,BARUERI,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"18011,2335154133",2016-02-15,1503.8952,5.0,24141.9331117764,8.0
T08807,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"335,635972254714",2011-06-10,1007.142455,1.0,74795.4548796225,7.0
T09128,SAOPAULO,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,SP,"543,155187364705",2010-03-30,,,,9.5
T09129,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"4642,06325609435",2016-01-19,2116.107506,4.0,1163.85052388069,9.666666666666666
T09170,PATOSDEMINAS,MANUFATURA,BENS DE CONSUMO,MG,"107,917222491868",2022-10-07,5301.525422,1.0,46077.1690062697,6.571428571428571
T09188,CAIEIRAS,MANUFATURA,QUIMICA & RECICLAGEM,SP,"6,74719107551122",2023-05-31,360.045799,1.0,1708.00622929896,9.0
T09269,SAOROQUE,MANUFATURA,BENS DE CONSUMO,SP,"2916,2999332733",2008-04-16,213.194498,,,
T09190,PATOSDEMINAS,EDUCACIONAL,SUPERIOR,MG,"581,733986430104",2023-02-22,1743.110747,3.0,5530.67462652523,8.0
T08822,ITACOATIARA,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,AM,"715,601620454141",2022-02-25,804.182855,,,8.0
T08946,SANTANADEPARNAIBA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"69363,646570676",2022-05-31,2444.295723,,,9.2
