CD_CLIENTE,cluster,RECOMENDACOES
TFDJNH,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZQV,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TFDNZL,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCRAA,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDK20,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZR4,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDO61,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFC025,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCSDU,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCXLS,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCL24,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDKKK,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDO92,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDIO4,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFD877,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFCTGY,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDMXR,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOAQ,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCSFS,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCRFU,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDBKD,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDN71,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZXC,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDBKI,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDN74,5,"FISCAL FLEXX, VHF - PMS HOSPITALIDADE, CONTAS A PAGAR / TESOURARIA -"
TFCZXE,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDOCD,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDIV2,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDN89,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCYX2,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDBT7,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOCL,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZ06,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDJGW,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOD9,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCDKX,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCHBU,5,"ALMOXARIFADO E ESTOQUE, FATURA HOTEL, VHF - PMS HOSPITALIDADE"
TDCCK1,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCRW9,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDJJ2,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TFCXW4,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFCZQI,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCXE8,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCBH,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDNOT,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZUL,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCJQH,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCM37,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCTV,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDNSO,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCKNR,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDAF9,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCCBR,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCYK1,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCUE,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFCS95,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOPT,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCKO6,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDJM3,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDAJ0,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDCVW,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCPB7,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFD638,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDORV,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFD068,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDJT7,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCYBE,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFD790,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOS2,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDMAZ,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDA63,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCC16,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCXE,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDNXC,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCEIR,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD156,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDMC1,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCEBK,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TFDAP1,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCTED,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCYP,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCPHL,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDA67,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD181,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDMIO,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCY03,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDDDQ,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFCIAC,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOSV,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCYXS,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOUH,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD750,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDMWC,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCCGR,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDADK,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDDMK,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TFDADN,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOYN,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCSBW,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDP31,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD830,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDNEH,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCHKQ,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDAZV,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDDO3,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCIWG,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCUWH,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDBE3,1,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, CDU CORP TOTVS CONSTRUCAO RB2"
TFDPFT,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCSIG,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDE26,5,"VHF - PMS HOSPITALIDADE, COMPRAS, CONTAS A PAGAR / TESOURARIA -"
TFDOI7,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFDA45,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCCPB,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOM0,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPHS,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDNMT,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDEB8,5,"EMISSOR FISCAL NFC-E, CONTAS A PAGAR / TESOURARIA -, CONTAS A RECEBER / COBRANCA BA"
TFCQO1,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDOSO,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPPC,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDNMX,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDBL6,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCSJL,5,"CONTAS A PAGAR, CONTAS A RECEBER, CONTROLE FINANCEIRO"
TFDOT9,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDATM,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPQP,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDNP8,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDBQQ,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCZ69,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFDOU6,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFCG64,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCJQ4,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDPSF,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDBT8,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCSNY,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDOVB,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCGAM,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCJT6,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDPW7,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDAS4,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDNRQ,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDBUL,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZOUH,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDOWR,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPWH,5,"CONTAS A PAGAR, CONTAS A RECEBER, CONTROLE FINANCEIRO"
TFDAZX,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZSD,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS USUARIO RETAGUARDA WT"
TFCSRS,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDELS,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDOY7,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCBNJ,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPXV,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDOBO,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFDBMC,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDEM3,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TFDP11,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDB99,5,"FISCAL FLEXX, EMISSOR FISCAL NFC-E, PONTO DE VENDA  POS ADM + 1ID"
TFDPZ6,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCVWG,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDBPH,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCTSS,5,"FATURA HOTEL, VHF - PMS HOSPITALIDADE, EMISSOR FISCAL NFC-E"
TFDQ17,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD162,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCND2,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDBSG,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCYY0,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDPIV,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQBB,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDBYT,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFD167,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDBX6,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFBNFD,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCRDK,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDPVK,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDQD7,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD168,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPWK,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFBZWP,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDC39,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFAIMA,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQF4,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOFG,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD186,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDBYW,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCTM2,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDFEV,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPXF,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQH8,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDOOY,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDC76,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFD376,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPXN,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQK8,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
TFDOPF,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCA2,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD430,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDPXS,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQN2,5,"COMPRAS, EMISSOR FISCAL NFC-E, PONTO DE VENDA  POS ADM + 1ID"
TFDBUD,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCB1,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZRK,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFD438,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCD0,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPY5,5,"EMISSOR FISCAL NFC-E, PONTO DE VENDA  POS ADM + 1ID, CONTAS A PAGAR / TESOURARIA -"
TFDQNN,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCUXW,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCK2,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDFQ1,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDPZB,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQOE,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDC87,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFDOXA,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZUK,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDCV8,0,"TOTVS TEC USER, SMS TOTVS TEC USER, CONSINCO NF-E POR CNPJ SUBSC."
TFCZH5,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQ51,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQQ6,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDCA5,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TFDCFX,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFD603,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCOR5,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCX5,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCE1T,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQA5,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDQQI,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCGE,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCPR5,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCE8V,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDBRF,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZZQ,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFDCY5,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCZOA,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCEE2,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TFCZQJ,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDQUK,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPAC,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TFDCMG,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TFCCNP,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDD30,5,"CONTAS A PAGAR / TESOURARIA -, CONTAS A RECEBER / COBRANCA BA, ESTOQUE ( MULTI ALMOXARIFADO )"
TFCTVM,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDGO2,5,"FATURA HOTEL, VHF - PMS HOSPITALIDADE, EMISSOR FISCAL NFC-E"
TFDQDF,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDBYK,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDPJG,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCTWT,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDCAJ,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFDAMF,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TFCPV1,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
