CD_CLIENTE,cluster,cluster_label
TCBKBW,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZCJE,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDXJ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCE41,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCDFH,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCCE,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGOY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDYB,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCO4,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEXPMN,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC423,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFTL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCE43,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD4169,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZASO,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCA7G,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZAU8,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
TEZAO7,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCE8F,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCDXV,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCCNP,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEG4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZAUH,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCOQ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFVI,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCEMI,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZAUP,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCE6Q,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCPC,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEXSG6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEBL,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGVM,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDC821,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEA5,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCPI,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEYT36,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFYC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEQS,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCH12,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEZCQ2,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZAT6,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCDXY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCERW,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCCRG,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCH23,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEZAZ9,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZCS9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC86R,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEYTB4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCTK,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCEUZ,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCH3Y,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCEID,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZCVL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEEV,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCE2N,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEXHSB,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCXL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCH8W,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCXS,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEIC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEYVTZ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCE8A,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCHEB,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG43,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEWK,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCEE5,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCD04,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEF040,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEWLSU,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZB95,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCG4D,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEZB04,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCF2I,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TB4250,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZCY4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC9RR,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG4G,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEZ6,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEWPB7,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZBE9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXSQA,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG5G,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZBAC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEN1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCD9W,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZBFX,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZD71,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEOK,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEYVWO,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCG6D,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZBBS,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXKE8,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCF5J,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXF61,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCF89,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCD9Z,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFEN,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDAQ,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
TDCEQ5,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCF4N,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFCI,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCF92,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZBHC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFF0,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDAZ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCF6P,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXCEK,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFBW,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZBID,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFGK,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDBB,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCERZ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG9A,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFQH,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFCL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDGW,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDCB,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCESQ,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCFB0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXKLD,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFQT,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFD2,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDDG,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFBR,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFUG,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB2169,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZBKX,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDEH,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGBB,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG42,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDAV,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFJP,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDYR,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXHX8,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC1OG,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCA8C,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZAPV,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCC4V,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCEWN,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFFC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXKS8,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCG06,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDFJ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCF4G,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZAS9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC5532,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEXMZ7,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCG7V,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDQ1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEWPDU,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGHU,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TCA468,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFGP,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG7W,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEDJ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDH4,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCF7K,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC868,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGL8,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZBZC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFHF,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEVVH1,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZBOY,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC86W,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGM8,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFHX,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDHO,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGNJ,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCENE,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDIF,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCFBA,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCC36,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGO3,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG60,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCG0P,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGPY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXKGO,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEWTY2,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZBXW,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGI0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFD9,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZCAF,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG8X,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDJH,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGU4,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFMC,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGUW,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFJ6,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZCAY,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFQY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGAY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCLZ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGTA,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDLW,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEXYF4,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEZB57,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCH0,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFUP,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXNB3,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCH4Z,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGB1,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDNZ,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC873,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGH1,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCCNZ,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZDO1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZBE4,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCGYE,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCH8Z,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
TDCFOX,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEXPOA,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCF3B,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGN7,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC9VS,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFP2,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFPL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCUO,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCHF,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFTN,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCB8,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEZCUV,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCG0V,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGI8,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TB4652,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEWERY,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCACG,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCV3,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCG1O,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGK6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCADU,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZCV6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG20,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZCK6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDPI,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCCEM,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCH86,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCVK,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGN0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFLI,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG9O,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEXNBJ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCD02,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDR4,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCCFK,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCHA0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXCMR,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFLQ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGYS,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC2735,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDSL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCC3U,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZBRQ,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGZD,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGJP,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZCPQ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDT9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG3Q,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCC7Q,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCHBK,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFZA,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCH1R,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCRS,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCCKZ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCHC6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCXN,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCG7F,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCD7V,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDTC,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCCD0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCBKOQ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCH0J,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDU6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCH1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCQ1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC7805,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDV1,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCC79,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG4W,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCOE,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCD1W,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCHE3,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEZDDN,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCH8K,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXCTS,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEZE63,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCG5J,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCP3,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCDCF,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCDB7,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDH6,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCH93,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
TDCDE0,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0O9,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCCU0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDC4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZCGC,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCG95,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCDG4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDL5,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZEBG,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGIG,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXV69,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZD14,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCD0F,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCE37,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXVFB,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZEDE,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCD8A,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T33036,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEWEF9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZEDU,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCE6C,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEWRKF,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEXHTW,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCZL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGM2,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDLO,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZDD5,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZEE0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEGI,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEXSKJ,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEXKBS,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCDMT,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZEG1,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEXKBT,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZEGF,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T33191,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCDPU,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGJC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDJJ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCD2U,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZD92,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZE87,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCGP2,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDPW,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDDJ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZEGX,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCEP8,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZEJA,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCD69,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDOK,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGQM,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDU9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZEO4,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TEZARL,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGP4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDR8,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZEI2,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEWKLQ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDB2,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
TDCF74,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDEP,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZES3,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGR5,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFA1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCD6S,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDC9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCH18,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEXPRO,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCABE5,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGY6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEY635,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDFI,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZEV8,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGSJ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFJY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T33347,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCE38,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZEXM,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFYA,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCH06,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAXVZ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEZEYE,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGZK,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZEZI,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCH5S,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TEZDM8,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEZF84,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCH6Z,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCE2L,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCGAS,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
